measured_on,ac_current__319,ac_power__315,ac_voltage__318,ambient_temp__320,das_battery_voltage__326,das_temp__325,dc_pos_current__317,dc_pos_voltage__316,dc_power__314,inverter_temp__324,module_temp_1__321,module_temp_2__322,module_temp_3__323,poa_irradiance__313,power_factor__327,system_id
2021-01-15 00:00:00,0.1828353,2.643797,119.1527,-6.507846,13.91605,-6.707939,-0.01164384,2.323059,-0.0279289399999999,-7.174681,-10.33777,-10.18919,-9.94464,-2.888179,0.1201297999999999,4
2021-01-15 00:01:00,0.1829546,2.625602,119.1957,-6.508589,13.91743,-6.707939,-0.01073059,2.454338,-0.0239569599999999,-7.173933,-10.28443,-10.161,-10.01175,-2.647505,0.1204178999999999,4
2021-01-15 00:02:00,0.1830643,2.646751,119.299,-6.401012,13.9156,-6.707939,-0.0123287699999999,2.060502,-0.02659974,-7.168795,-10.21641,-10.05089,-10.00582,-2.226313,0.1200519,4
2021-01-15 00:03:00,0.1828125999999999,2.646642,119.2758,-6.371377,13.91697,-6.717353,-0.0077625569999999,2.22032,-0.0191405499999999,-7.162806,-10.1283,-9.967984,-9.931793,-2.226317,0.1208391,4
2021-01-15 00:04:00,0.1825336999999999,2.627461,119.1992,-6.36392,13.91697,-6.730534,-0.01552511,2.11758,-0.03308938,-7.142254,-10.01819,-9.874169,-9.951713,-2.286489,0.1212099,4
2021-01-15 00:05:00,0.1825555,2.623995,119.2005,-6.372025,13.91743,-6.730534,-0.01324201,2.460046,-0.03301119,-7.128316,-10.03591,-9.816566000000002,-9.960567,-2.226321,0.1201424,4
2021-01-15 00:06:00,0.1827328,2.639695,119.2377,-6.515703,13.91743,-6.730534,-0.009589042,2.340183,-0.02234628,-7.125382,-10.03074,-9.776700000000002,-10.00045,-2.226322,0.1204762999999999,4
2021-01-15 00:07:00,0.1829392,2.647402,119.3412,-6.461896,13.91743,-6.730534,-0.01369863,2.248858,-0.02978983,-7.105598,-9.891321,-9.635875,-9.956306,-2.406843,0.1210577999999999,4
2021-01-15 00:08:00,0.1828946999999999,2.654376,119.2738,-6.383055,13.91743,-6.730534,-0.008447489,2.123287,-0.01707637,-7.062323,-9.838145,-9.501573,-9.875805,-2.286501,0.1205022,4
2021-01-15 00:09:00,0.1829687,2.634217,119.2974,-6.380107,13.91743,-6.730534,-0.01141553,2.191781,-0.0235973,-7.041789,-9.820433,-9.513384,-9.921601,-2.286476,0.1207961,4
2021-01-15 00:10:00,0.1827216,2.6375,119.1047,-6.369057,13.91743,-6.730534,-0.0109589,2.197489,-0.0248326799999999,-7.023452,-9.857332,-9.528123,-9.937829,-2.166133,0.1203724999999999,4
2021-01-15 00:11:00,0.1826832999999999,2.626273,119.0819,-6.389118,13.91743,-6.738064,-0.0057755419999999,2.334475,-0.0170138199999999,-7.022177,-9.927592,-9.549635,-9.934976,-2.286454,0.1199429999999999,4
2021-01-15 00:12:00,0.1827367,2.631079,119.092,-6.476296,13.91743,-6.749359,-0.009589042,2.16895,-0.02154876,-7.043747,-10.00471,-9.640706,-10.02318,-2.346626,0.1208661,4
2021-01-15 00:13:00,0.1828187,2.646866,119.1235,-6.534592,13.91697,-6.753124,-0.0164383599999999,2.300228,-0.0357478,-7.052648,-10.03953,-9.744136,-10.08902,-2.527147,0.1208796,4
2021-01-15 00:14:00,0.182308,2.64548,119.0139,-6.597977,13.91743,-6.753124,-0.01278539,2.294521,-0.0270688699999999,-7.069516,-10.07646,-9.84602,-10.14961,-2.828,0.1213162,4
2021-01-15 00:15:00,0.1823383,2.636595,119.0127,-6.621565,13.91697,-6.753124,-0.0105022799999999,2.55137,-0.02794458,-7.084185,-10.06981,-9.834205,-10.19395,-3.18903,0.1208531999999999,4
2021-01-15 00:16:00,0.1825151,2.636581,119.0315,-6.427002,13.91743,-6.753124,-0.0180365299999999,2.186073,-0.0399856099999999,-7.082725,-9.977547,-9.736081,-10.11496,-3.429715,0.1209995,4
2021-01-15 00:17:00,0.1825562,2.63225,119.0801,-6.299105,13.91743,-6.768187,-0.0130137,2.186073,-0.02888284,-7.076542,-9.875437,-9.660591,-10.06823,-3.30938,0.1203641,4
2021-01-15 00:18:00,0.1827865999999999,2.64687,119.1432,-6.147555,13.91743,-6.775719,-0.007305935,2.363014,-0.01308876,-7.059139,-9.716882,-9.501385,-9.948743,-3.189041,0.1207315999999999,4
2021-01-15 00:19:00,0.1827164,2.64261,119.0907,-6.003992,13.91743,-6.775719,-0.0152967999999999,2.123287,-0.0343873199999999,-7.0166,-9.547107,-9.303679,-9.818002000000002,-2.888192,0.1202207,4
2021-01-15 00:20:00,0.1827948,2.654115,119.0887,-6.00769,13.91743,-6.775719,-0.01506849,2.151826,-0.03302683,-6.979195,-9.5308,-9.269686,-9.80315,-2.888194,0.1208185,4
2021-01-15 00:21:00,0.1826143,2.646566,119.0587,-6.044519,13.91743,-6.775719,-0.01255708,2.054795,-0.02317508,-6.954258,-9.475387,-9.186304,-9.735883,-2.707684,0.1217126,4
2021-01-15 00:22:00,0.1827950999999999,2.642257,119.0912,-6.063654,13.91743,-6.775719,-0.01210046,2.186073,-0.02692813,-6.930797,-9.392048,-9.124395,-9.661347,-2.587344,0.1206181999999999,4
2021-01-15 00:23:00,0.1826794999999999,2.646319,119.128,-6.062179,13.91743,-6.775719,-0.01689498,2.254566,-0.0385625799999999,-6.900739,-9.291766,-9.024177000000002,-9.611177,-2.527174,0.120493,4
2021-01-15 00:24:00,0.1824927,2.635691,119.0879,-6.065857,13.91743,-6.775719,-0.01484018,2.128995,-0.0324325999999999,-6.878746,-9.299883,-8.993971999999998,-9.592738,-2.406838,0.1209324,4
2021-01-15 00:25:00,0.1825902,2.643379,119.0653,-6.126961,13.91697,-6.775719,-0.01438356,2.271689,-0.0335116,-6.867017,-9.307263,-9.010926,-9.633335,-2.34667,0.1208337,4
2021-01-15 00:26:00,0.1825403999999999,2.635543,119.07,-6.082764,13.91743,-6.775719,-0.009360731,2.24315,-0.0195940499999999,-6.845027,-9.284490000000002,-8.966051999999998,-9.612028,-2.406844,0.1211752,4
2021-01-15 00:27:00,0.1827407,2.640802,119.1522,-6.097806,13.91651,-6.773836,-0.01552511,2.340183,-0.0326827999999999,-6.841679,-9.332047,-9.012831,-9.622726,-2.527188,0.1208574,4
2021-01-15 00:28:00,0.1828798,2.629143,119.2409,-6.10788,13.9156,-6.762538,-0.0141552499999999,2.197489,-0.03204166,-6.834779,-9.397383,-9.124552,-9.736091,-2.587361,0.1200526,4
2021-01-15 00:29:00,0.1828008999999999,2.637769,119.1795,-6.129406,13.91605,-6.753124,-0.01575342,2.157534,-0.0331519399999999,-6.839291,-9.510365,-9.258107,-9.810033,-2.707704,0.1206608,4
2021-01-15 00:30:00,0.1828374,2.642739,119.1901,-6.148581,13.91605,-6.753124,-0.01073059,2.083333,-0.0222993699999999,-6.849548,-9.57071,-9.354562,-9.864497,-2.94836,0.120451,4
2021-01-15 00:31:00,0.1826755999999999,2.641664,119.2002,-6.14712,13.91376,-6.753124,-0.0194063899999999,2.128995,-0.040314,-6.856144,-9.55297,-9.34937,-9.826804,-2.88818,0.1209287,4
2021-01-15 00:32:00,0.1829861,2.638704,119.2355,-6.11693,13.91468,-6.753124,-0.0123287699999999,2.283105,-0.02988365,-6.851747,-9.595042,-9.362659,-9.871861,-3.008528,0.1200433,4
2021-01-15 00:33:00,0.1831887,2.651022,119.2957,-6.082326,13.91468,-6.753124,-0.01598174,2.294521,-0.03283918,-6.849548,-9.567008,-9.354549,-9.87408,-3.0687,0.1204767,4
2021-01-15 00:34:00,0.182947,2.64479,119.2309,-6.09042,13.91284,-6.753124,-0.0152967999999999,2.237443,-0.03302683,-6.849549,-9.524968,-9.311059,-9.896255,-3.189054,0.1207617,4
2021-01-15 00:35:00,0.1830744,2.649839,119.2331,-6.026375,13.91376,-6.753124,-0.01073059,2.01484,-0.02190842,-6.84735,-9.507998,-9.277875000000002,-9.916196,-3.128885,0.1200614,4
2021-01-15 00:36:00,0.1831223999999999,2.653092,119.2378,-6.080081,13.91422,-6.753124,-0.0123287699999999,2.288813,-0.0273816199999999,-6.85322,-9.550189,-9.301593,-9.934813,-3.249246,0.1206184,4
2021-01-15 00:37:00,0.1829784,2.63597,119.2615,-6.038854,13.9133,-6.753124,-0.01324201,2.22032,-0.02544255,-6.84882,-9.520674,-9.275783,-9.925210000000002,-3.249246,0.1197271,4
2021-01-15 00:38:00,0.1829332999999999,2.636412,119.3043,-6.005002,13.9133,-6.753124,-0.01506849,2.334475,-0.0367329699999999,-6.840755,-9.559741,-9.268375,-9.935506,-3.128914,0.1205952,4
2021-01-15 00:39:00,0.1828425999999999,2.638532,119.2107,-6.02856,13.91422,-6.753124,-0.01118721,2.186073,-0.0261618799999999,-6.840755,-9.462335,-9.201262,-9.849821,-3.06874,0.1208126,4
2021-01-15 00:40:00,0.1828111,2.647353,119.2699,-5.989577,13.91284,-6.753124,-0.01004566,2.140411,-0.01867142,-6.828291,-9.450433,-9.154732,-9.819434,-3.008536,0.1209474,4
2021-01-15 00:41:00,0.1827919,2.654011,119.2856,-6.014603,13.91192,-6.753124,-0.01141553,2.334475,-0.0235503799999999,-6.826825,-9.4556,-9.207812,-9.85488,-3.068708,0.120738,4
2021-01-15 00:42:00,0.1828637999999999,2.633519,119.2561,-6.085268,13.91238,-6.753124,-0.01324201,2.288813,-0.03035279,-6.82536,-9.305891,-9.11863,-9.792874,-3.068717,0.1213837,4
2021-01-15 00:43:00,0.1828236,2.648423,119.2673,-6.166257,13.91238,-6.753124,-0.01278539,2.197489,-0.02867955,-6.814365,-9.266813,-9.053778,-9.712414,-3.00855,0.1211924999999999,4
2021-01-15 00:44:00,0.1827059,2.638024,119.2561,-6.073484,13.91192,-6.753124,-0.0073059359999999,1.969178,-0.0109933099999999,-6.804103,-9.243973,-9.01768,-9.629766,-2.888218,0.1213193999999999,4
2021-01-15 00:45:00,0.182823,2.653188,119.2713,-6.039616,13.9133,-6.753124,-0.01164384,2.100456,-0.02659974,-6.790178,-9.182799,-8.957278,-9.603957,-2.888221,0.1210387,4
2021-01-15 00:46:00,0.182921,2.651605,119.2318,-5.968942,13.91192,-6.753124,-0.01004566,2.186073,-0.02248702,-6.765259,-9.000782,-8.753999999999998,-9.470449,-2.888227,0.1205394999999999,4
2021-01-15 00:47:00,0.1829641999999999,2.648578,119.2251,-5.959718,13.91192,-6.734299,-0.01187215,2.283105,-0.02672484,-6.728845,-8.936915,-8.665134999999998,-9.377742,-2.707714,0.1203552,4
2021-01-15 00:48:00,0.1830415,2.644449,119.2554,-5.948598,13.91238,-6.730534,-0.01187215,2.094749,-0.02464502,-6.713355,-8.934611,-8.645162,-9.356259,-2.647545,0.1209033999999999,4
2021-01-15 00:49:00,0.1828558999999999,2.659903,119.2208,-5.866935,13.91192,-6.730534,-0.01324201,2.226027,-0.0303215099999999,-6.702364,-8.930856,-8.656878,-9.338474,-2.888232,0.1208133,4
