measured_on,ac_current__758,ac_power__752,ac_volts__757,ambient_temp__759,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__754,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__751,inverter_temp_2__770,inveter_temp__763,module_temp_1__760,module_temp_2__761,module_temp_3__762,poa_irradiance__750,system_id
1998-01-01 00:00:00,5.4288,-20.918,121.73,11.349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.326,19.484,8.951399999999998,8.7901,8.9572,0.0,50
1998-01-01 00:15:00,5.4265,-21.994,121.66,11.124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.363,19.4,9.5127,9.4016,9.5712,0.0,50
1998-01-01 00:30:00,5.431,-21.202,121.78,11.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.422,19.386,9.5829,9.5829,9.634,0.0,50
1998-01-01 00:45:00,5.4198,-21.876,121.53,11.737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.451,19.358,9.5942,9.5829,9.8157,0.0,50
1998-01-01 01:00:00,5.4207,-21.808,121.56,11.675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.514,19.339,9.6226,9.5829,9.8441,0.0,50
1998-01-01 01:15:00,5.4268,-21.247,121.68,11.702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.529,19.284,9.7362,9.5829,9.6397,0.0,50
1998-01-01 01:30:00,5.4285,-19.652,121.76,11.548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.494,19.209,9.5829,9.5829,9.5829,0.0,50
1998-01-01 01:45:00,5.4378,-27.797,121.87,11.408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.382,19.339,9.5829,9.4075,9.5829,0.0,50
1998-01-01 02:00:00,5.4361,-18.962,121.97,11.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.307,19.499,8.8984,8.336399999999998,9.2788,0.0,50
1998-01-01 02:15:00,5.4377,-23.256,122.05,10.371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.271,19.448,7.4878,7.433,7.8494,0.0,50
1998-01-01 02:30:00,5.4375,-21.459,122.1,10.274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.262,19.425,7.4456,7.4146,7.9699,0.0,50
1998-01-01 02:45:00,5.4399,-22.02,122.14,10.494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.254,19.426,7.535999999999999,7.4456,8.5304,0.0,50
1998-01-01 03:00:00,5.4243,-21.805,121.78,10.687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.301,19.467,8.1025,7.7108,8.8403,0.0,50
1998-01-01 03:15:00,5.411,-21.848,121.43,10.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.268,19.418,8.2592,8.0121,8.910299999999998,0.0,50
1998-01-01 03:30:00,5.412,-22.701,121.45,10.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.129,19.28,7.426999999999999,7.1038,7.535999999999999,0.0,50
1998-01-01 03:45:00,5.4116,-21.879,121.47,9.8711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.07,19.214,6.9981,6.389,7.4637,0.0,50
1998-01-01 04:00:00,5.4073,-22.119,121.38,10.229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.084,19.224,7.426999999999999,6.9485,7.8434,0.0,50
