measured_on,ac_current__758,ac_power__752,ac_volts__757,ambient_temp__759,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__754,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__751,inverter_temp_2__770,inveter_temp__763,module_temp_1__760,module_temp_2__761,module_temp_3__762,poa_irradiance__750,system_id
2007-06-14 14:30:00,42.25,0.0,0.0,25.514,9.042,207.041,8.883,212.573,1888.28596,1872.06472,3760.442,39.506,38.082,24.725,0.0,0.0,640.499,50
2007-06-14 14:45:00,23.841,0.0,0.0,25.669,4.999,211.84,5.0,215.425,1077.125,1058.98816,2136.065,38.591,38.536,24.994,0.0,0.0,360.03,50
2007-06-14 15:00:00,34.943,0.0,0.0,25.612,7.331,211.723,7.208999999999999,217.071,1564.86484,1552.14131,3119.338,39.895,39.527,25.335,0.0,0.0,529.337,50
2007-06-14 15:15:00,33.544,0.0,0.0,25.673,7.013,212.385,6.949,216.046,1501.30365,1489.45601,2990.8,40.774,40.396,25.722,0.0,0.0,518.188,50
2007-06-14 15:30:00,28.975,0.0,0.0,27.348,6.046,212.478,5.986,216.533,1296.16654,1284.64199,2580.784,40.06,39.901,26.057,0.0,0.0,452.421,50
2007-06-14 15:45:00,24.743,0.0,0.0,27.411,5.182,212.218,5.12,216.4,1107.968,1099.71368,2207.842,39.43,39.159,26.337,0.0,0.0,395.919,50
2007-06-14 16:00:00,20.302,0.0,0.0,26.881,4.268,212.83,4.213,216.264,911.1202300000001,908.35844,1819.289,38.526,38.279,26.546,0.0,0.0,338.577,50
2007-06-14 16:15:00,16.501,0.0,0.0,27.432,3.465,214.533,3.434,216.442,743.26183,743.35685,1486.85,37.364,37.344,26.771,0.0,0.0,288.474,50
2007-06-14 16:30:00,12.538,0.0,0.0,25.881,2.679,213.421,2.632,216.288,569.27002,571.75486,1140.775,36.277,36.351,26.937,0.0,0.0,237.883,50
2007-06-14 16:45:00,8.464,0.0,0.0,25.684,1.871,211.141,1.829,213.185,389.91537,395.04481,785.501,33.545,33.872,27.054,0.0,0.0,182.291,50
2007-06-14 17:00:00,5.23,0.0,0.0,27.095,1.246,204.495,1.21,205.492,248.64532,254.80077,504.03,30.576,31.138,27.12,0.0,0.0,125.869,50
2007-06-14 17:15:00,3.055,0.0,0.0,27.121,0.8259999999999998,196.031,0.808,193.643,156.46354,161.92161,318.577,29.632,30.176,27.182,0.0,0.0,66.17,50
2007-06-14 17:30:00,2.994,0.0,0.0,26.836,0.808,195.052,0.787,195.016,153.47759,157.60202,311.253,28.978,29.561,27.237,0.0,0.0,52.812,50
2007-06-14 17:45:00,2.682,0.0,0.0,25.683,0.7389999999999999,193.401,0.697,199.507,139.05638,142.92334,282.095,28.903,29.305,27.209,0.0,0.0,48.093,50
2007-06-14 18:00:00,2.333,0.0,0.0,25.481,0.673,190.654,0.648,190.884,123.69283,128.31014,251.976,28.459,28.926,27.122,0.0,0.0,43.804,50
2007-06-14 18:15:00,1.646,0.0,0.0,25.083,0.527,183.016,0.497,185.427,92.15722,96.44943,188.883,27.726,28.271,27.06,0.0,0.0,32.355,50
2007-06-14 18:30:00,1.008,0.0,0.0,23.942,0.3619999999999999,187.7,0.3589999999999999,173.453,62.26963,67.9474,129.798,27.183,27.756,26.911,0.0,0.0,21.972,50
2007-06-14 18:45:00,0.8529999999999999,0.0,0.0,22.944,0.3049999999999999,197.886,0.322,171.3,55.1586,60.35523,115.514,26.687,27.352,26.683,0.0,0.0,18.992,50
2007-06-14 19:00:00,0.792,0.0,0.0,22.627,0.3009999999999999,193.341,0.2919999999999999,182.56,53.30752,58.19564,110.298,26.518,27.054,26.341,0.0,0.0,17.52,50
2007-06-14 19:15:00,0.1469999999999999,0.0,0.0,21.494,0.1189999999999999,205.47,0.104,202.585,21.06884,24.45093,44.974,25.849,26.445,25.988,0.0,0.0,6.116,50
2007-06-14 19:30:00,-0.025,0.0,0.0,20.481,0.05,139.959,0.0219999999999999,141.581,3.11478,6.99795,10.369,25.424,25.949,25.62,0.0,0.0,-1.821,50
2007-06-14 19:45:00,-0.012,0.0,0.0,20.472,0.012,132.62,0.0,131.021,0.0,1.59144,1.565,25.475,25.757,25.399,0.0,0.0,-4.739,50
2007-06-14 20:00:00,0.0,0.0,0.0,20.032,0.006,32.122,0.0,31.164,0.0,0.19273,0.201,25.631,25.798,25.327,0.0,0.0,-5.539,50
2007-06-14 20:15:00,0.0,0.0,0.0,19.684,0.005,2.992,0.0,2.267,0.0,0.0149599999999999,0.0149999999999999,25.336,25.496,25.214,0.0,0.0,-5.245,50
2007-06-14 20:30:00,0.001,0.0,0.0,19.113,0.005,0.334,0.0,0.008,0.0,0.00167,0.002,25.075,25.219,25.072,0.0,0.0,-5.325,50
2007-06-14 20:45:00,0.001,0.0,0.0,18.654,0.005,0.128,0.001,0.007,1e-05,0.00064,0.001,24.611,24.755,25.05,0.0,0.0,-4.587,50
2007-06-14 21:00:00,0.0,0.0,0.0,18.375,0.005,0.07,0.0,0.008,0.0,0.00035,0.0,24.387,24.514,24.92,0.0,0.0,-5.271,50
2007-06-14 21:15:00,0.002,0.0,0.0,17.713,0.005,0.063,0.0,0.007,0.0,0.00032,0.0,24.138,24.26,24.626,0.0,0.0,-4.616,50
2007-06-14 21:30:00,0.002,0.0,0.0,17.487,0.005,0.0539999999999999,0.0,0.008,0.0,0.00027,0.0,23.899,24.015,24.303,0.0,0.0,-4.288,50
2007-06-14 21:45:00,0.002,0.0,0.0,17.102,0.006,0.056,0.0,0.008,0.0,0.00034,0.0,23.669,23.779,24.043,0.0,0.0,-4.261,50
2007-06-14 22:00:00,0.002,0.0,0.0,17.042,0.006,0.048,0.0,0.007,0.0,0.00029,0.0,23.409,23.508,23.825,0.0,0.0,-4.771,50
2007-06-14 22:15:00,0.002,0.0,0.0,16.95,0.006,0.0449999999999999,0.001,0.007,1e-05,0.00027,0.0,23.23,23.331,23.608,0.0,0.0,-3.937,50
2007-06-14 22:30:00,0.002,0.0,0.0,16.954,0.006,0.042,0.0,0.007,0.0,0.00025,0.0,23.046,23.143,23.443,0.0,0.0,-5.286,50
2007-06-14 22:45:00,0.001,0.0,0.0,17.202,0.006,0.042,0.0,0.007,0.0,0.00025,0.0,22.827,22.914,23.415,0.0,0.0,-4.853,50
2007-06-14 23:00:00,0.001,0.0,0.0,17.81,0.006,0.027,0.0,0.007,0.0,0.00016,0.0,22.424,22.536,23.51,0.0,0.0,-3.941,50
2007-06-14 23:15:00,0.002,0.0,0.0,17.992,0.006,0.007,0.0,0.007,0.0,4e-05,0.0,22.042,22.08,23.508,0.0,0.0,-5.099,50
2007-06-14 23:30:00,0.002,0.0,0.0,17.919,0.007,0.007,0.0,0.008,0.0,5e-05,0.0,21.821,21.859,23.463,0.0,0.0,-4.51,50
