measured_on,ac_current__758,ac_power__752,ac_volts__757,ambient_temp__759,das_battery_voltage__769,das_temperature__764,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__754,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__751,inverter_temp_2__770,inveter_temp__763,module_temp_1__760,module_temp_2__761,module_temp_3__762,poa_irradiance__750,system_id
2022-04-15 00:00:00,0.0,-2.6854,0.0,6.6046,0.00164,13.879,0.0081799999999999,0.20133,-0.00042,0.0084799999999999,0.0,0.54159,0.00164,-3.227,20.326,3.1402,2.7926,2.3543,-490.53,50
2022-04-15 00:01:00,0.0,-2.5049,0.0,6.6492,0.0017799999999999,13.88,0.0081799999999999,0.21828,-0.0001399999999999,-0.0021199999999999,0.0,0.60929,0.0017799999999999,-3.1142,20.361,3.0654,2.7277,2.2842,-535.77,50
2022-04-15 00:02:00,0.0,-2.5951,0.0,6.6721,0.0019,13.881,0.00804,0.2373599999999999,0.0,-0.0021199999999999,0.0,0.51902,0.0019,-3.1142,20.42,2.9871,2.7059,2.3561,-441.63,50
2022-04-15 00:03:00,0.0,-2.5951,0.0,6.9231,0.00237,13.882,0.0083199999999999,0.2861,0.0,-0.00636,0.0,0.58672,0.00237,-3.1819,20.491,3.2386,2.8776,2.5352,-619.56,50
2022-04-15 00:04:00,0.0,-2.6403,0.0,7.1274,0.00253,13.882,0.00804,0.3136499999999999,0.0,-0.00636,0.0,0.60929,0.00253,-3.2496,20.593,3.3468,2.9543,2.5416,-354.58,50
2022-04-15 00:05:00,0.0,-2.6628,0.0,7.044,0.00231,13.881,0.00804,0.2882199999999999,-0.0001399999999999,0.00636,0.0,0.56415,0.00231,-3.227,20.701,3.2827,2.9703,2.6016,-473.8,50
2022-04-15 00:06:00,0.0,-2.6403,0.0,6.3902,0.00219,13.882,0.0083199999999999,0.26279,-0.0001399999999999,-0.0021199999999999,0.0,0.60929,0.00219,-3.2496,20.76,3.098,2.9314,2.5027,-332.71,50
2022-04-15 00:07:00,0.0,-2.5951,0.0,5.687,0.00191,13.883,0.00762,0.25007,0.0,-0.0106,0.0,0.67698,0.00191,-3.2721,20.731,2.9485,2.8329,2.4269,-335.41,50
2022-04-15 00:08:00,0.0,-2.6177,0.0,5.4932,0.00194,13.882,0.0081799999999999,0.2373599999999999,0.0,-0.0106,0.0,0.56415,0.00194,-3.1819,20.625,2.9029,2.8439,2.3947,-602.18,50
2022-04-15 00:09:00,0.0,-2.5951,0.0,5.2053,0.00194,13.882,0.0083199999999999,0.2331199999999999,0.0,-0.0042399999999999,0.0,0.54159,0.00194,-3.1367,20.46,2.7686,2.7865,2.2964,-480.38,50
2022-04-15 00:10:00,0.0,-2.6177,0.0,5.2229,0.0019,13.882,0.0083199999999999,0.22888,-0.0001399999999999,0.0021199999999999,0.0,0.51902,0.0019,-3.1367,20.367,2.7097,2.7051,2.2421,-558.21,50
2022-04-15 00:11:00,0.0,-2.6854,0.0,5.3293,0.0018799999999999,13.883,0.0081799999999999,0.22888,0.0001399999999999,-0.0042399999999999,0.0,0.56415,0.0018799999999999,-3.2496,20.368,2.6768,2.6061,2.1853,-347.06,50
2022-04-15 00:12:00,0.0,-2.55,0.0,5.3893,0.00199,13.882,0.0083199999999999,0.23948,-0.00042,0.0042399999999999,0.0,0.60929,0.00199,-3.1593,20.417,2.6002,2.5271,2.123,-273.75,50
2022-04-15 00:13:00,0.0,-2.5274,0.0,5.3468,0.00215,13.882,0.00846,0.2543099999999999,0.0001399999999999,-0.0084799999999999,0.0,0.56415,0.00215,-3.0916,20.477,2.4737,2.4664,2.0289,-553.5,50
2022-04-15 00:14:00,0.0,-2.6403,0.0,5.2859,0.00223,13.882,0.00804,0.2776199999999999,0.0,0.0,0.0,0.63185,0.00223,-3.2721,20.536,2.4444,2.4534,1.9775,-555.13,50
2022-04-15 00:15:00,0.0,-2.5726,0.0,5.3871,0.00231,13.882,0.0083199999999999,0.2776199999999999,0.0001399999999999,0.0021199999999999,0.0,0.54159,0.00231,-3.1142,20.533,2.6031,2.5237,1.977,-453.47,50
