measured_on,ac_current__779,ac_power__773,ac_volts__778,ambient_temp__780,das_battery_voltage__790,das_temperature__785,dc_neg_current__777,dc_neg_voltage__776,dc_pos_current__775,dc_pos_voltage__774,dc_power_1__786,dc_power_2__787,dc_power__772,inveter_temp__784,module_temp_1__781,module_temp_2__782,module_temp_3__783,poa_irradiance__771,system_id
2002-01-01 00:15:00,5.6984,-21.821,121.35,-5.5581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8513,-16.156,-5.6858,-5.6858,0.0,51
2002-01-01 00:30:00,5.6967,-20.668,121.28,-5.6679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7288,-15.218,-5.6844,-5.6844,0.0,51
2002-01-01 00:45:00,5.6925,-21.025,121.23,-5.8029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5835,-10.987,-5.6833,-5.6833,0.0,51
2002-01-01 01:00:00,5.7003,-20.337,121.22,-5.9346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4082,-5.736,-5.6832,-5.6832,0.0,51
2002-01-01 01:15:00,5.6999,-21.187,121.29,-6.1669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2184,-5.8618,-5.6832,-5.6832,0.0,51
2002-01-01 01:30:00,5.709,-20.698,121.44,-6.4503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0254,-8.7088,-5.6832,-5.6832,0.0,51
2002-01-01 01:45:00,5.7112,-20.668,121.48,-6.7323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.865,-5.8239,-5.6832,-5.6832,0.0,51
2002-01-01 02:00:00,5.7161,-20.361,121.58,-7.0303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6261,-5.682,-5.6908,-5.682,0.0,51
2002-01-01 02:15:00,5.7136,-20.454,121.63,-7.1404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4471,-5.6981,-6.0147,-5.7596,0.0,51
2002-01-01 02:30:00,5.7184,-21.172,121.62,-7.1586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2877,-5.7067,-6.1904,-5.8474,0.0,51
2002-01-01 02:45:00,5.7184,-21.119,121.66,-7.1414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2401,-5.6979,-6.1464,-5.8386,0.0,51
2002-01-01 03:00:00,5.7204,-20.694,121.7,-7.2319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1286,-5.7419,-6.2783,-5.9441,0.0,51
2002-01-01 03:15:00,5.7249,-20.497,121.75,-7.3662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0283,-6.076,-6.7796,-6.3222,0.0,51
2002-01-01 03:30:00,5.7234,-20.669,121.74,-7.413299999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.961,-6.339,-7.1393,-6.7259,0.0,51
2002-01-01 03:45:00,5.724,-20.951,121.78,-7.3826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8722,-6.3113,-7.0851,-6.6892,0.0,51
2002-01-01 04:00:00,5.7263,-21.054,121.79,-7.3734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8206,-6.3986,-7.1022,-6.812,0.0,51
2002-01-01 04:15:00,5.7232,-20.113,121.73,-7.3697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7953,-6.3722,-7.1198,-6.7944,0.0,51
2002-01-01 04:30:00,5.724,-20.087,121.77,-7.3749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7482,-6.5393,-7.2088,-7.0142,0.0,51
2002-01-01 04:45:00,5.7178,-20.569,121.71,-7.431199999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7316,-7.1465,-7.4432,-7.260799999999999,0.0,51
2002-01-01 05:00:00,5.7223,-20.66,121.68,-7.418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6605,-7.269999999999999,-7.8907,-7.3156,0.0,51
2002-01-01 05:15:00,5.7137,-20.782,121.5,-7.3287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6036,-7.1289,-7.498,-7.2527,0.0,51
2002-01-01 05:30:00,5.7116,-20.737,121.53,-7.2802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5771,-6.7768,-7.4523,-7.1029,0.0,51
2002-01-01 05:45:00,5.7087,-20.225,121.52,-7.268099999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5697,-7.1462,-7.434,-7.1993,0.0,51
2002-01-01 06:00:00,5.7128,-20.795,121.63,-7.1744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5805,-6.7063,-7.3794,-7.0581,0.0,51
2002-01-01 06:15:00,5.6951,-20.602,121.13,-7.114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7041,-6.8475,-7.388099999999999,-7.0226,0.0,51
2002-01-01 06:30:00,5.702,-21.069,121.14,-7.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.985,-7.1987,-7.9085,-7.1808,0.0,51
2002-01-01 06:45:00,5.6954,-20.244,121.17,-7.0065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1498,-6.2137,-8.0654,-6.1705,0.0,51
2002-01-01 07:00:00,5.6965,-20.642,121.06,-7.0181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2508,-5.7059,-6.7044,-5.6794,0.0,51
2002-01-01 07:15:00,5.6984,-20.663,121.09,-7.0551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3096,-5.6804,-5.821,-5.6803,0.0053299999999999,51
2002-01-01 07:30:00,5.7021,-20.635,121.3,-7.1512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3005,-5.6819,-5.6905,-5.6817,2.3535,51
